"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score"
"KC","2017-10-01","82.3","0.6420","6.5191","Brett Cecil",542979,446399,"strikeout","swinging_strike",,,,,"9","Keon Broxton strikes out swinging.  ","R","R","L","STL","MIL","S",2,"null",3,2,2017,"0.0007","-0.3007","0.3535","1.7243","null","null","null",2,6,"Top","null","null",,,608348,,"171001_203645","-0.6408","-119.5597","-3.7289","0.1274","22.5854","-34.5116","3.4454","1.4964","null","null","null","80.5760","2172","5.1490",492522,446399,608348,572228,591971,594824,622270,642423,664056,545341,"55.3503","null","null","0.00",1,0,0,"null",40,"6","Knuckle Curve",0,4,4,0,4,0,4,0
"KC","2017-10-01","83.8","0.4277","6.4528","Brett Cecil",542979,446399,"null","ball",,,,,"13","null","R","R","L","STL","MIL","B","null","null",2,2,2017,"-0.7556","-0.1340","-1.6198","-1.6288","null","null","null",2,6,"Top","null","null",,,608348,,"171001_203626","-3.2223","-121.3096","-11.6803","-6.5806","23.0732","-31.4922","3.4887","1.7201","null","null","null","81.9010","2191","5.2360",492522,446399,608348,572228,591971,594824,622270,642423,664056,545341,"55.2635","null","null","null","null","null","null","null",40,"5","Knuckle Curve",0,4,4,0,4,0,4,0
"KC","2017-10-01","74.8","1.1078","6.3852","Brett Cecil",542979,446399,"null","ball",,,,,"11","null","R","R","L","STL","MIL","B","null","null",1,2,2017,"-0.6992","1.2087","-1.1619","4.6376","null","null","null",2,6,"Top","null","null",,,608348,,"171001_203609","-3.4188","-108.2947","1.5971","-4.6236","20.2246","-23.6680","3.4887","1.6133","null","null","null","72.7870","null","5.1920",492522,446399,608348,572228,591971,594824,622270,642423,664056,545341,"55.3077","null","null","null","null","null","null","null",40,"4","Knuckle Curve",0,4,4,0,4,0,4,0
"KC","2017-10-01","80.4","2.1581","6.3310","James Paxton",545337,572020,"strikeout","swinging_strike",,,,,"13","Nolan Fontana strikes out swinging.  ","R","L","L","LAA","SEA","S",2,"null",2,2,2017,"-0.7853","-0.8606","-0.7548","0.9669","null","519184.00","null",2,6,"Bot","null","null",,,605357,,"171001_202911","-4.9770","-117.1189","-3.7158","-6.4292","18.7818","-39.6947","3.4873","1.3078","null","null","null","80.6100","1884","6.0360",492527,572020,605357,596129,429664,572122,493596,592325,595238,571745,"54.4617","null","null","0.00",1,0,0,"null",41,"5","Knuckle Curve",0,0,0,0,0,0,0,0
"KC","2017-10-01","79.8","2.2082","6.3646","James Paxton",545337,572020,"null","swinging_strike",,,,,"8","null","R","L","L","LAA","SEA","S","null","null",2,1,2017,"-0.2996","-0.6791","-0.1523","1.3756","null","519184.00","null",2,6,"Bot","null","null",,,605357,,"171001_202847","-4.5934","-116.0367","-3.0602","-1.9246","18.9149","-37.9499","3.4873","1.3078","null","null","null","79.3530","1830","5.7270",492527,572020,605357,596129,429664,572122,493596,592325,595238,571745,"54.7705","null","null","null","null","null","null","null",41,"4","Knuckle Curve",0,0,0,0,0,0,0,0
"KC","2017-10-01","81.3","0.5002","6.5679","Brett Cecil",542979,446399,"null","called_strike",,,,,"7","null","R","R","L","STL","MIL","S","null","null",1,0,2017,"-0.1879","-0.3668","-0.6530","2.0774","null","null","null",2,6,"Top","null","null",,,608348,,"171001_203527","-2.1866","-118.1035","-2.7853","-1.3084","20.5000","-35.2448","3.4843","1.5988","null","null","null","79.5550","2269","4.9700",492522,446399,608348,572228,591971,594824,622270,642423,664056,545341,"55.5291","null","null","null","null","null","null","null",40,"2","Knuckle Curve",0,4,4,0,4,0,4,0
"KC","2017-10-01","81.1","0.5638","6.6033","Brett Cecil",542979,446399,"null","ball",,,,,"7","null","R","R","L","STL","MIL","B","null","null",0,0,2017,"-0.0490","-0.1418","-0.7580","1.8480","null","null","null",2,6,"Top","null","null",,,608348,,"171001_203512","-2.7872","-117.6837","-3.6798","0.0638","21.0638","-33.0467","3.3797","1.6795","null","null","null","79.1270","2211","4.9360",492522,446399,608348,572228,591971,594824,622270,642423,664056,545341,"55.5636","null","null","null","null","null","null","null",40,"1","Knuckle Curve",0,4,4,0,4,0,4,0
"KC","2017-10-01","79.4","2.3857","6.4122","James Paxton",545337,572020,"null","blocked_ball",,,,,"13","null","R","L","L","LAA","SEA","B","null","null",1,1,2017,"-0.4139","-0.5424","-0.4555","0.4174","null","519184.00","null",2,6,"Bot","null","null",,,605357,,"171001_202819","-5.4105","-115.4595","-5.3799","-2.7417","19.5310","-36.2766","2.9916","1.3506","null","null","null","78.9490","1874","5.8030",492527,572020,605357,596129,429664,572122,493596,592325,595238,571745,"54.6946","null","null","null","null","null","null","null",41,"3","Knuckle Curve",0,0,0,0,0,0,0,0
"KC","2017-10-01","80.8","2.1371","6.4303","James Paxton",592230,572020,"strikeout","called_strike",,,,,"8","Kaleb Cowart called out on strikes.  ","R","R","L","LAA","SEA","S",2,"null",2,2,2017,"-0.6309","-0.8475","0.1986","1.9725","null","null","null",2,5,"Bot","null","null",,,605357,,"171001_201629","-3.1281","-117.5555","-1.6443","-5.2472","23.4268","-39.9454","3.5876","1.6312","null","null","null","81.0330","1812","6.5670",492527,572020,605357,596129,429664,572122,493596,592325,595238,571745,"53.9300","null","null","0.00",1,0,0,"null",34,"5","Knuckle Curve",0,0,0,0,0,0,0,0
"KC","2017-10-01","82.4","2.3423","6.3779","James Paxton",592230,572020,"null","ball",,,,,"14","null","R","R","L","LAA","SEA","B","null","null",1,2,2017,"-0.3469","-0.6740","0.0562","1.3824","null","null","null",2,5,"Bot","null","null",,,605357,,"171001_201612","-4.5149","-119.6911","-3.4663","-2.3776","24.7002","-38.1210","3.6216","1.7597","null","null","null","82.0200","1807","6.2820",492527,572020,605357,596129,429664,572122,493596,592325,595238,571745,"54.2157","null","null","null","null","null","null","null",34,"4","Knuckle Curve",0,0,0,0,0,0,0,0
"KC","2017-10-01","69.9","2.3840","5.4900","Jason Vargas",489267,450306,"null","foul",,,,,"5","null","R","R","L","KC","ARI","S","null","null",1,1,2017,"-1.8710","-1.2211","-0.1182","2.4012","null","592273.00","606466.00",2,4,"Top","null","null",,,460077,,"171001_202636","-1.8259","-101.5060","3.6379","-12.1651","17.3822","-41.2155","3.2172","1.3590","null","null","null","68.5370","2585","5.4090",492514,450306,460077,543333,593160,519058,444876,460086,456715,593528,"55.0880","null","null","null","null","null","null","null",29,"3","Knuckle Curve",1,2,2,1,2,1,2,1
"KC","2017-10-01","75.6","1.3852","6.6432","Brett Anderson",640449,474463,"null","called_strike",,,,,"12","null","R","R","L","NYY","TOR","S","null","null",1,0,2017,"-0.3043","-0.6490","1.3385","2.8674","452104.00","null","null",2,5,"Bot","null","null",,,471083,,"171001_201858","0.4133","-109.6400","0.4646","-2.4284","22.5086","-37.5765","3.4944","1.6944","null","null","null","73.6140","2333","5.3470",492528,474463,471083,475253,572365,446381,620446,485567,606192,608701,"55.1508","null","null","null","null","null","null","null",34,"2","Knuckle Curve",0,1,0,1,1,0,0,1
"KC","2017-10-01","76.0","1.3401","6.6247","Brett Anderson",640449,474463,"null","blocked_ball",,,,,"14","null","R","R","L","NYY","TOR","B","null","null",0,0,2017,"-0.0666","-0.6436","0.4761","1.0069","452104.00","null","null",2,5,"Bot","null","null",,,471083,,"171001_201828","-1.6635","-110.1874","-3.3993","-0.1831","22.4164","-36.8144","3.5556","1.6567","null","null","null","74.2170","2319","5.4900",492528,474463,471083,475253,572365,446381,620446,485567,606192,608701,"55.0077","null","null","null","null","null","null","null",34,"1","Knuckle Curve",0,1,0,1,1,0,0,1
"KC","2017-10-01","70.9","2.3494","5.5420","Jason Vargas",606466,450306,"null","blocked_ball",,,,,"13","null","R","R","L","KC","ARI","B","null","null",2,2,2017,"-1.5826","-0.8546","-1.3283","1.0334","null","592273.00","null",2,4,"Top","null","null",,,460077,,"171001_202417","-4.5710","-103.1022","0.0691","-10.3180","15.8357","-38.3743","3.6574","1.7291","null","null","null","70.0720","2566","5.5020",492514,450306,460077,543333,593160,519058,444876,460086,456715,593528,"54.9956","null","null","null","null","null","null","null",28,"5","Knuckle Curve",1,2,2,1,2,1,2,1
"KC","2017-10-01","70.6","2.4887","5.5486","Jason Vargas",606466,450306,"null","ball",,,,,"13","null","R","R","L","KC","ARI","B","null","null",1,1,2017,"-1.4577","-0.7548","-0.9897","1.1867","null","592273.00","null",2,4,"Top","null","null",,,460077,,"171001_202315","-4.3609","-102.5353","0.2970","-9.2333","16.5229","-37.6279","3.6574","1.6762","null","null","null","69.3040","2535","5.3050",492514,450306,460077,543333,593160,519058,444876,460086,456715,593528,"55.1925","null","null","null","null","null","null","null",28,"3","Knuckle Curve",1,2,2,1,2,1,2,1
"KC","2017-10-01","70.7","2.2698","5.5822","Jason Vargas",606466,450306,"null","called_strike",,,,,"5","null","R","R","L","KC","ARI","S","null","null",0,0,2017,"-1.6599","-1.0956","0.2250","2.7979","null","592273.00","null",2,4,"Top","null","null",,,460077,,"171001_202231","-1.3268","-102.7445","3.7720","-11.1435","16.0772","-40.5143","3.7530","1.6133","null","null","null","69.4210","2535","5.2200",492514,450306,460077,543333,593160,519058,444876,460086,456715,593528,"55.2778","null","null","null","null","null","null","null",28,"1","Knuckle Curve",1,2,2,1,2,1,2,1
"KC","2017-10-01","72.9","2.5540","5.5286","Jason Vargas",502671,450306,"null","foul",,,,,"4","null","R","R","L","KC","ARI","S","null","null",3,1,2017,"-1.4194","-1.2034","-0.7886","2.0621","null","null","502117.00",2,3,"Top","null","null",,,460077,,"171001_200109","-4.2961","-105.8664","2.3400","-9.5894","18.0064","-41.5859","3.2574","1.3791","null","null","null","71.5760","2591","5.3710",492514,450306,460077,543333,593160,519058,444876,460086,456715,593528,"55.1259","null","null","null","null","null","null","null",19,"5","Knuckle Curve",1,1,1,1,1,1,1,1
"KC","2017-10-01","71.6","2.4758","5.6184","Jason Vargas",502671,450306,"null","foul",,,,,"7","null","R","R","L","KC","ARI","S","null","null",1,0,2017,"-1.6502","-0.9456","-0.3042","1.8130","null","null","502117.00",2,3,"Top","null","null",,,460077,,"171001_195924","-2.7608","-103.9698","1.5383","-11.0462","18.3575","-39.3327","3.2574","1.3791","null","null","null","70.1620","2551","5.3920",492514,450306,460077,543333,593160,519058,444876,460086,456715,593528,"55.1054","null","null","null","null","null","null","null",19,"2","Knuckle Curve",1,1,1,1,1,1,1,1
