"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score"
"SI","2017-05-31","90.8","2.0264","5.7833","T.J. McFarland",474568,519008,"field_out","hit_into_play",,,,,"6","Jordy Mercer lines out to right fielder David Peralta.  ","R","R","L","PIT","ARI","X",9,"line_drive",1,0,2017,"1.0145","0.5229","0.3540","2.2184","null","null","null",0,14,"Bot","198.00","88.78",,,455104,,"170531_224929","-6.2755","-131.8547","-4.1136","13.0042","25.6935","-25.5104","3.3985","1.5395","318","90.0","28.0580","90.5290","1957","6.0480",490889,519008,455104,502671,572008,571875,605113,453923,571681,444482,"54.4537","0.102","0.128","0.00",1,0,0,3,114,"2","Sinker",5,6,5,6,6,5,5,6
"SI","2017-05-31","90.7","2.1658","5.6976","T.J. McFarland",474568,519008,"null","ball",,,,,"14","null","R","R","L","PIT","ARI","B","null","null",0,0,2017,"1.1225","0.6213","1.5622","2.4881","null","null","null",0,14,"Bot","null","null",,,455104,,"170531_224901","-3.7717","-131.7234","-3.3577","13.5499","26.7054","-24.6572","3.4975","1.7835","null","null","null","89.6130","1979","5.6220",490889,519008,455104,502671,572008,571875,605113,453923,571681,444482,"54.8798","null","null","null","null","null","null","null",114,"1","Sinker",5,6,5,6,6,5,5,6
"SI","2017-05-31","92.4","1.9787","5.6116","T.J. McFarland",501896,519008,"field_out","hit_into_play",,,,,"4","David Freese grounds out, third baseman Jake Lamb to first baseman Paul Goldschmidt.  ","R","R","L","PIT","ARI","X",5,"ground_ball",3,2,2017,"1.2729","0.4529","-0.4810","2.2863","null","null","null",0,13,"Bot","108.42","169.90",,,455104,,"170531_223025","-8.9885","-134.1351","-3.6760","17.1704","25.2939","-26.1646","3.4336","1.4941","3","71.6","-38.2360","92.6570","2106","6.2850",490889,519008,455104,502671,572008,571875,605113,453923,571681,444482,"54.2160","0.077","0.063","0.00",1,0,0,2,104,"6","Sinker",5,5,5,5,5,5,5,5
"SI","2017-05-31","91.3","1.9425","5.5594","T.J. McFarland",501896,519008,"null","called_strike",,,,,"7","null","R","R","L","PIT","ARI","S","null","null",2,1,2017,"1.0322","0.4284","-0.4892","1.2710","null","null","null",0,13,"Bot","null","null",,,455104,,"170531_222946","-8.3023","-132.5564","-5.8697","13.7928","24.3375","-26.1916","3.5060","1.3044","null","null","null","91.6210","2084","6.2900",490889,519008,455104,502671,572008,571875,605113,453923,571681,444482,"54.2110","null","null","null","null","null","null","null",104,"4","Sinker",5,5,5,5,5,5,5,5
"SI","2017-05-31","92.0","2.0837","5.5932","T.J. McFarland",501896,519008,"null","ball",,,,,"13","null","R","R","L","PIT","ARI","B","null","null",1,1,2017,"1.1413","0.3397","-1.2414","1.7328","null","null","null",0,13,"Bot","null","null",,,455104,,"170531_222927","-10.6280","-133.3598","-4.6436","15.3264","24.0388","-27.5585","3.4938","1.5709","null","null","null","91.0610","2151","5.5720",490889,519008,455104,502671,572008,571875,605113,453923,571681,444482,"54.9293","null","null","null","null","null","null","null",104,"3","Sinker",5,5,5,5,5,5,5,5
"SI","2017-05-31","92.2","2.0944","5.5836","T.J. McFarland",501896,519008,"null","foul",,,,,"7","null","R","R","L","PIT","ARI","S","null","null",1,0,2017,"0.9408","0.1931","-0.4736","1.6383","null","null","null",0,13,"Bot","null","null",,,455104,,"170531_222904","-8.4515","-133.8044","-4.5759","12.9265","27.6231","-29.1587","3.3582","1.4188","300","89.7","37.2107","91.5630","2104","5.9540",490889,519008,455104,502671,572008,571875,605113,453923,571681,444482,"54.5473","null","null","null","null","null","null","null",104,"2","Sinker",5,5,5,5,5,5,5,5
"SI","2017-05-31","92.1","2.1245","5.6575","T.J. McFarland",501896,519008,"null","ball",,,,,"13","null","R","R","L","PIT","ARI","B","null","null",0,0,2017,"1.0907","0.2568","-0.1363","0.6935","null","null","null",0,13,"Bot","null","null",,,455104,,"170531_222839","-7.9650","-133.6474","-7.2669","14.5017","26.1892","-27.9207","3.4352","1.5903","null","null","null","91.4960","2019","5.8740",490889,519008,455104,502671,572008,571875,605113,453923,571681,444482,"54.6276","null","null","null","null","null","null","null",104,"1","Sinker",5,5,5,5,5,5,5,5
"SI","2017-05-31","91.6","2.0225","5.7733","T.J. McFarland",624428,519008,"field_out","hit_into_play",,,,,"6","Adam Frazier grounds out, shortstop Nick Ahmed to first baseman Paul Goldschmidt.  ","R","L","L","PIT","ARI","X",6,"ground_ball",0,1,2017,"0.9524","0.4273","0.5480","2.5269","null","null","null",0,12,"Bot","109.03","152.93",,,455104,,"170531_221752","-5.6896","-133.2771","-3.3187","12.3324","23.6079","-26.7007","3.2174","1.3182","5","85.9","-26.5520","91.6280","1966","5.9200",490889,519008,455104,502671,572008,571875,605113,453923,571681,444482,"54.5813","0.088","0.098","0.00",1,0,0,2,98,"2","Sinker",5,5,5,5,5,5,5,5
"SI","2017-05-31","91.3","1.9870","5.7896","T.J. McFarland",624428,519008,"null","called_strike",,,,,"4","null","R","L","L","PIT","ARI","S","null","null",0,0,2017,"0.8527","0.2998","-0.3039","2.4879","null","null","null",0,12,"Bot","null","null",,,455104,,"170531_221723","-7.4798","-132.7112","-3.1242","11.3467","23.3964","-28.2954","3.1596","1.4117","null","null","null","91.1210","1949","5.8470",490889,519008,455104,502671,572008,571875,605113,453923,571681,444482,"54.6539","null","null","null","null","null","null","null",98,"1","Sinker",5,5,5,5,5,5,5,5
"SI","2017-05-31","93.6","3.4180","5.0969","Tony Watson",502671,453265,"field_out","hit_into_play",,,,,"5","Paul Goldschmidt lines out to third baseman David Freese.  ","R","R","L","PIT","ARI","X",5,"line_drive",2,1,2017,"1.1705","0.6632","-0.2465","2.2672","null","null","null",0,10,"Top","105.39","165.05",,,553869,,"170531_194850","-11.8277","-135.5414","-2.9569","16.6611","27.2190","-23.7044","3.3584","1.4793","120","104.7","6.4880","92.7960","2214","5.8950",490889,453265,553869,605137,543281,501896,474568,624428,457705,444379,"54.6062","0.656","0.594","0.00",1,0,0,4,75,"4","Sinker",4,4,4,4,4,4,4,4
"SI","2017-05-31","92.2","3.4338","5.0121","Tony Watson",502671,453265,"null","ball",,,,,"14","null","R","R","L","PIT","ARI","B","null","null",1,1,2017,"1.2091","0.5696","0.5271","1.0343","null","null","null",0,10,"Top","null","null",,,553869,,"170531_194831","-9.8358","-133.7872","-5.5011","16.2122","24.0553","-24.5802","3.4489","1.7077","null","null","null","91.8350","2190","5.8530",490889,453265,553869,605137,543281,501896,474568,624428,457705,444379,"54.6478","null","null","null","null","null","null","null",75,"3","Sinker",4,4,4,4,4,4,4,4
"SI","2017-05-31","93.1","3.3880","5.1380","Tony Watson",502671,453265,"null","ball",,,,,"11","null","R","R","L","PIT","ARI","B","null","null",0,1,2017,"0.7896","0.8634","-1.0255","3.5181","null","null","null",0,10,"Top","null","null",,,553869,,"170531_194815","-12.9030","-134.8859","-0.2956","11.9886","24.4584","-21.7615","3.5580","1.9415","null","null","null","92.8930","2286","6.0330",490889,453265,553869,605137,543281,501896,474568,624428,457705,444379,"54.4685","null","null","null","null","null","null","null",75,"2","Sinker",4,4,4,4,4,4,4,4
"SI","2017-05-31","94.4","-2.1986","5.8152","Mike Wright",407812,605541,"null","ball",,,,,"13","null","R","R","R","BAL","NYY","B","null","null",1,2,2017,"-1.5018","0.6780","-0.6541","0.3492","null","null","null",0,9,"Top","null","null",,,543376,,"170601_023029","7.2095","-136.8560","-9.9156","-20.1685","27.8238","-21.9328","3.8560","1.9111","null","null","null","93.7390","2031","5.9270",490899,605541,543376,448801,570731,592518,429666,572073,430945,452234,"54.5741","null","null","null","null","null","null","null",78,"4","Sinker",10,4,4,10,4,10,4,10
"SI","2017-05-31","92.1","3.3724","5.0904","Tony Watson",502671,453265,"null","foul",,,,,"6","null","R","R","L","PIT","ARI","S","null","null",0,0,2017,"1.0749","0.3454","0.6436","2.5685","null","null","null",0,10,"Top","null","null",,,553869,,"170531_194753","-9.1851","-133.8226","-1.4116","14.5853","22.7728","-27.9270","3.3584","1.4793","null","null","null","92.5150","2143","6.1480",490889,453265,553869,605137,543281,501896,474568,624428,457705,444379,"54.3536","null","null","null","null","null","null","null",75,"1","Sinker",4,4,4,4,4,4,4,4
"SI","2017-05-31","96.2","-2.0877","5.9074","Mike Wright",407812,605541,"null","called_strike",,,,,"14","null","R","R","R","BAL","NYY","S","null","null",0,0,2017,"-1.0710","0.7226","0.7064","1.5780","null","null","null",0,9,"Top","null","null",,,543376,,"170601_022935","9.6183","-139.3159","-7.3624","-15.7595","29.8022","-21.5886","3.3100","1.8703","null","null","null","94.9850","2061","5.7380",490899,605541,543376,448801,570731,592518,429666,572073,430945,452234,"54.7629","null","null","null","null","null","null","null",78,"1","Sinker",10,4,4,10,4,10,4,10
"SI","2017-05-31","87.6","-2.3962","3.4394","Darren O'Day",608701,503285,"field_out","hit_into_play",,,,,"9","Rob Refsnyder grounds out, pitcher Darren O'Day to first baseman Chris Davis.   Austin Romine to 2nd.  ","R","R","R","BAL","NYY","X",1,"ground_ball",1,1,2017,"-0.9533","-0.5886","0.6538","1.7950","591720.00","null","519222.00",0,8,"Top","126.41","182.47",,,543376,,"170601_020617","9.3558","-127.1843","3.3741","-12.2707","24.7309","-39.4773","3.3884","1.3793","10","80.5","-9.0800","87.9840","2171","6.5350",490899,503285,543376,448801,570731,592518,429666,641820,430945,452234,"53.9663","0.104","0.105","0.00",1,0,0,2,69,"3","Sinker",9,3,3,9,3,9,3,9
"SI","2017-05-31","85.6","-2.7136","4.3060","Pat Neshek",518568,450212,"null","called_strike",,,,,"13","null","R","R","R","MIA","PHI","S","null","null",0,0,2017,"-1.5634","0.6331","-0.8500","1.9845","null","null","null",0,7,"Bot","null","null",,,595284,,"170531_194546","7.4488","-124.1076","-0.4111","-17.5180","25.4798","-25.8475","3.4639","1.6361","null","null","null","84.9260","1939","6.1030",490901,450212,595284,571830,514917,596748,520471,435062,546318,571437,"54.3952","null","null","null","null","null","null","null",67,"1","Sinker",10,2,10,2,2,10,10,2
