"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score"
"FC","2017-05-31","86.7","2.2983","5.8879","Jorge De La Rosa",553869,407822,"field_out","hit_into_play",,,,,"8","Elias Diaz grounds out, shortstop Nick Ahmed to first baseman Paul Goldschmidt.  ","R","R","L","PIT","ARI","X",6,"ground_ball",1,2,2017,"0.4373","0.4980","-0.0568","1.8809","null","444379.00","501896.00",2,10,"Bot","111.45","146.87",,,455104,,"170531_200352","-6.3802","-125.7726","-4.3131","5.7370","23.6060","-26.4317","3.3990","1.3589","4","96.4","-24.3930","85.5560","1220","5.5520",490889,407822,455104,502671,572008,571875,605113,453923,571681,444482,"54.9495","0.147","0.121","0.00",1,0,0,2,82,"5","Cutter",4,4,4,4,4,4,4,4
"FC","2017-05-31","85.2","2.4021","6.0307","Jorge De La Rosa",444379,407822,"null","called_strike",,,,,"5","null","R","L","L","PIT","ARI","S","null","null",0,0,2017,"-0.1615","0.7878","0.1409","2.8420","null","null","null",2,10,"Bot","null","null",,,455104,,"170531_195847","-4.9214","-123.5302","-2.6285","-0.5916","25.5866","-24.0278","3.5292","1.5410","null","null","null","83.8490","2000","5.6840",490889,407822,455104,502671,572008,571875,605113,453923,571681,444482,"54.8176","null","null","null","null","null","null","null",80,"1","Cutter",4,4,4,4,4,4,4,4
"FC","2017-05-31","91.9","0.9305","6.4669","Justin Wilson",456715,458677,"field_out","hit_into_play",,,,,"1","Lorenzo Cain pops out to shortstop Jose Iglesias.  ","R","R","L","KC","DET","X",6,"popup",2,1,2017,"-0.3857","1.0847","-0.5877","3.3013","null","null","460086.00",2,9,"Bot","109.08","152.30",,,"null",,"170601_033437","-2.9996","-133.4974","-4.4316","-3.9190","27.6233","-18.7223","3.5055","1.4866","null","80.0","69.0000","null","2492","5.8133",490895,"null","null","null","null","null","null","null","null","null","54.6241","0.000","0.000","0.00",1,0,0,3,79,"4","Cutter",5,6,5,6,6,5,5,6
"FC","2017-05-31","90.6","1.0222","6.4104","Justin Wilson",456715,458677,"null","foul",,,,,"8","null","R","R","L","KC","DET","S","null","null",2,0,2017,"-0.7061","0.5752","0.0460","2.0327","null","null","460086.00",2,9,"Bot","null","null",,,488671,,"170601_033353","-0.9640","-131.7766","-6.2143","-7.9571","24.2035","-24.6194","3.5055","1.4866","2","35.6","-45.0348","90.2340","2508","5.7390",490895,458677,488671,408234,553988,461865,578428,543484,502100,502110,"54.7204","null","null","null","null","null","null","null",79,"3","Cutter",5,6,5,6,6,5,5,6
"FC","2017-05-31","89.9","-0.7155","6.1004","Roberto Osuna",446359,532077,"null","called_strike",,,,,"5","null","R","R","R","TOR","CIN","S","null","null",0,0,2017,"0.3957","0.2751","0.2677","2.1887","623182.00","606299.00","null",2,9,"Top","null","null",,,571912,,"170531_192814","1.6056","-130.7412","-4.3020","4.1668","24.7713","-28.4734","3.2961","1.6088","null","null","null","89.2830","2383","5.7110",490893,532077,571912,434778,581527,431145,572365,485567,607680,430832,"54.7918","null","null","null","null","null","null","null",70,"1","Cutter",5,4,4,5,4,5,4,5
"FC","2017-05-31","91.8","-1.2291","5.4213","Matt Bush",446334,456713,"field_out","hit_into_play",,,,,"6","Evan Longoria grounds out, shortstop Elvis Andrus to first baseman Joey Gallo.  ","R","R","R","TEX","TB","X",6,"ground_ball",0,1,2017,"0.1064","0.2210","0.8177","2.5435","null","null","null",2,9,"Top","116.71","145.39",,,518960,,"170601_031748","4.9066","-133.3700","-1.9158","0.2778","26.5668","-29.4071","3.6227","1.5630","9","86.8","-15.5860","91.2250","2653","5.8560",490902,456713,518960,608336,596059,518902,462101,607387,592419,608577,"54.6411","0.131","0.117","0.00",1,0,0,2,72,"2","Cutter",4,4,4,4,4,4,4,4
"FC","2017-05-31","91.5","-1.5241","6.3098","Mark Melancon",502517,453343,"field_out","hit_into_play",,,,,"9","Daniel Murphy grounds out, first baseman Brandon Belt to pitcher Mark Melancon.  ","R","L","R","SF","WSH","X",3,"ground_ball",2,1,2017,"1.0203","1.0634","0.3433","1.5863","null","null","null",2,9,"Top","156.30","166.87",,,457763,,"170601_045355","2.5321","-132.9242","-8.2771","11.5305","26.3441","-18.2059","3.1349","1.3785","null","82.9","-20.6990","91.2230","2670","6.0410",490903,453343,457763,474832,605412,456488,543063,593525,452655,491676,"54.4601","0.072","0.066","0.00",1,0,0,2,67,"4","Cutter",1,3,3,1,3,1,3,1
"FC","2017-05-31","88.1","-1.3744","5.9879","Bud Norris",547004,502032,"null","swinging_strike",,,,,"14","null","R","L","R","LAA","ATL","S","null","null",0,1,2017,"0.4777","-0.2530","1.1025","0.9628","null","466988.00","null",2,9,"Top","null","null",,,455117,,"170601_045543","4.9821","-127.8803","-5.5314","4.1539","25.1673","-34.0437","3.3151","1.3975","null","null","null","87.0500","2855","5.6580",490890,502032,455117,527043,457787,460060,592743,458913,453203,594777,"54.8429","null","null","null","null","null","null","null",65,"2","Cutter",2,1,1,2,1,2,1,2
"FC","2017-05-31","86.2","2.4665","6.1046","Drew Pomeranz",466320,519141,"null","ball",,,,,"14","null","R","R","L","CWS","BOS","B","null","null",2,2,2017,"-0.6373","0.5091","1.2365","1.9799","null","null","null",2,7,"Bot","null","null",,,543877,,"170601_023945","-1.6564","-125.0931","-4.4442","-6.0821","24.0279","-26.4800","3.5479","1.5831","null","null","null","84.1080","2343","4.9530",490891,519141,543877,519048,592710,571918,593428,643217,598265,605141,"55.5460","null","null","null","null","null","null","null",59,"5","Cutter",1,4,1,4,4,1,1,4
"FC","2017-05-31","85.3","2.0819","6.2417","Drew Pomeranz",466320,519141,"null","ball",,,,,"11","null","R","R","L","CWS","BOS","B","null","null",0,0,2017,"-0.6716","0.8187","-0.4603","4.3202","null","null","null",2,7,"Bot","null","null",,,543877,,"170601_023839","-4.5830","-123.8454","0.1298","-5.8950","20.8774","-24.3078","3.4103","1.7109","null","null","null","83.6690","2303","4.9850",490891,519141,543877,519048,592710,571918,593428,643217,598265,605141,"55.5136","null","null","null","null","null","null","null",59,"1","Cutter",1,4,1,4,4,1,1,4
