"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score"
"KC","2017-10-01","84.0","-1.5564","5.6781","Cody Allen",571602,592102,"strikeout","called_strike",,,,,"14","Matt Davidson called out on strikes.  ","R","R","R","CLE","CWS","S",2,"null",1,2,2017,"1.0074","-0.8593","0.8690","2.2895","null","null","null",0,9,"Top","null","null",,,543228,,"171001_214629","3.6367","-122.0815","0.1864","9.1809","23.6201","-40.8815","3.3017","1.5914","null","null","null","83.1770","2616","5.7700",492517,592102,543228,502082,570482,650490,570481,501659,656185,571980,"54.7298","null","null","0.00",1,0,0,"null",66,"4","Knuckle Curve",3,1,1,3,1,3,1,3
"KC","2017-10-01","84.1","-1.4465","5.6962","Cody Allen",571602,592102,"null","ball",,,,,"12","null","R","R","R","CLE","CWS","B","null","null",0,2,2017,"0.8176","-0.6200","1.2538","2.5642","null","null","null",0,9,"Top","null","null",,,543228,,"171001_214612","4.6388","-122.2236","0.3028","7.2344","23.1151","-38.6069","3.3119","1.5347","null","null","null","83.6570","2611","5.9720",492517,592102,543228,502082,570482,650490,570481,501659,656185,571980,"54.5279","null","null","null","null","null","null","null",66,"3","Knuckle Curve",3,1,1,3,1,3,1,3
"KC","2017-10-01","82.6","-1.4953","5.6921","Cody Allen",571602,592102,"null","called_strike",,,,,"1","null","R","R","R","CLE","CWS","S","null","null",0,0,2017,"0.9104","-0.4340","-0.7063","3.1494","null","null","null",0,9,"Top","null","null",,,543228,,"171001_214538","0.0711","-120.0524","1.4880","8.6594","22.1488","-36.8135","3.3734","1.4980","null","null","null","81.9680","2523","5.8200",492517,592102,543228,502082,570482,650490,570481,501659,656185,571980,"54.6805","null","null","null","null","null","null","null",66,"1","Knuckle Curve",3,1,1,3,1,3,1,3
"KC","2017-10-01","81.0","-1.9818","6.2104","Tyler Duffey",592444,608648,"null","called_strike",,,,,"6","null","R","R","R","MIN","DET","S","null","null",1,0,2017,"0.8451","-0.6242","0.5768","2.3201","null","null","592407.00",0,8,"Top","null","null",,,641598,,"171001_215856","4.1002","-117.6562","-0.7825","6.8326","25.2311","-37.9571","3.5291","1.6531","null","null","null","80.1940","2427","6.1220",492519,608648,641598,573627,592348,500871,593871,501303,643335,543257,"54.3750","null","null","null","null","null","null","null",57,"2","Knuckle Curve",4,1,1,4,1,4,1,4
"KC","2017-10-01","78.6","-2.1246","6.0854","Tyler Duffey",592444,608648,"null","ball",,,,,"4","null","R","R","R","MIN","DET","B","null","null",0,0,2017,"0.9988","-0.6830","-0.7597","2.7465","null","null","592407.00",0,8,"Top","null","null",,,641598,,"171001_215835","1.1241","-114.3698","0.8419","8.5291","21.1965","-38.5243","3.4796","1.5898","null","null","null","78.5610","2367","6.2690",492519,608648,641598,573627,592348,500871,593871,501303,643335,543257,"54.2285","null","null","null","null","null","null","null",57,"1","Knuckle Curve",4,1,1,4,1,4,1,4
"KC","2017-10-01","77.6","0.4308","6.1571","Fernando Abad",605233,472551,"null","called_strike",,,,,"6","null","R","L","L","BOS","HOU","S","null","null",0,0,2017,"-0.5263","-1.1291","0.4334","2.7239","605204.00","518542.00","null",0,7,"Top","null","null",,,506702,,"171001_211256","0.8880","-112.5556","1.5147","-4.4224","21.0867","-41.8831","3.6655","1.7501","null","null","null","75.4470","2483","4.9650",492520,472551,506702,607752,571788,646240,571918,434658,598265,455759,"55.5349","null","null","null","null","null","null","null",51,"1","Knuckle Curve",3,1,1,3,1,3,1,3
"KC","2017-10-01","81.1","-1.9047","6.3947","Brandon Workman",545358,519443,"null","called_strike",,,,,"14","null","R","R","R","BOS","HOU","S","null","null",1,1,2017,"0.1714","-1.1567","0.9203","2.4517","null","null","null",0,7,"Top","null","null",,,506702,,"171001_210643","5.9866","-117.8308","0.0359","0.4139","23.1894","-43.1462","3.6723","1.7093","null","null","null","80.9450","2471","6.3470",492520,519443,506702,607752,571788,646240,571918,434658,598265,455759,"54.1530","null","null","null","null","null","null","null",48,"3","Knuckle Curve",3,0,0,3,0,3,0,3
"KC","2017-10-01","69.9","2.3696","5.5634","Jason Vargas",545121,450306,"single","hit_into_play_score",,,,,"9","Ildemaro Vargas singles on a ground ball to right fielder Jorge Bonifacio.   Gregor Blanco scores.    Kristopher Negron to 2nd.  ","R","R","L","KC","ARI","X","null","ground_ball",0,1,2017,"-1.2336","-0.7513","0.5461","1.8957","453923.00","null","502117.00",0,5,"Top","168.57","123.27",,,460077,,"171001_204820","-1.5398","-101.7015","1.6841","-8.1128","15.1526","-37.7443","3.5048","1.2836","16","91.0","-6.0150","69.0550","2514","5.4130",492514,450306,460077,543333,593160,519058,444876,460086,456715,593528,"55.0844","0.220","0.210","0.90",1,1,0,2,39,"2","Knuckle Curve",2,2,2,2,2,2,2,2
"KC","2017-10-01","72.7","2.1929","5.5979","Jason Vargas",545121,450306,"null","called_strike",,,,,"1","null","R","R","L","KC","ARI","S","null","null",0,0,2017,"-1.4498","-0.7018","-0.7350","2.9194","453923.00","null","502117.00",0,5,"Top","null","null",,,460077,,"171001_204749","-3.4263","-105.6018","3.0299","-10.0626","15.8815","-37.9836","3.4520","1.4951","null","null","null","71.7330","2477","5.3820",492514,450306,460077,543333,593160,519058,444876,460086,456715,593528,"55.1153","null","null","null","null","null","null","null",39,"1","Knuckle Curve",2,2,2,2,2,2,2,2
"KC","2017-10-01","70.9","2.5984","5.5421","Jason Vargas",453923,450306,"single","hit_into_play_no_out",,,,,"13","Gregor Blanco singles on a line drive to center fielder Lorenzo Cain.  ","R","L","L","KC","ARI","X","null","line_drive",2,1,2017,"-1.2833","-0.8790","-0.2838","0.9379","null","null","null",0,5,"Top","124.89","135.94",,,460077,,"171001_204443","-3.5196","-103.1721","-0.1065","-8.3314","15.7991","-38.4837","2.9859","1.2987","154","63.0","19.7570","69.8040","2445","5.2400",492514,450306,460077,543333,593160,519058,444876,460086,456715,593528,"55.2569","0.545","0.533","0.90",1,1,0,4,37,"4","Knuckle Curve",2,2,2,2,2,2,2,2
